duration,bytes_in,bytes_out,packets,protocol,label
0.8238874948858288,646,555,32,0,0
1.4738899667213645,1162,1079,45,0,1
0.6808147315102779,739,831,47,1,0
0.739678838777267,1032,375,21,0,1
0.5578141939084273,1179,1822,16,0,1
0.02574777399011373,230,297,21,1,1
0.11416743519186584,292,536,11,1,1
0.03193368129305382,1020,935,37,1,0
1.0117295509275495,967,199,36,1,1
0.37739670879509984,1224,1538,35,1,0
0.7104371771341901,1319,891,19,1,1
2.3812655298459755,1386,1727,20,1,0
0.28673882298329834,167,1971,18,0,1
0.5282819748826726,57,729,47,0,0
1.4087491475385834,1856,1738,41,1,0
0.25980515691739403,1798,419,49,0,1
0.08010427855017636,605,1608,14,0,1
0.3421403038870571,609,1992,15,0,1
0.17580835850006285,1386,996,31,1,1
2.6549500858806248,1935,730,1,1,0
1.6508870804845694,725,1490,3,0,1
1.003494190520531,1855,1676,16,1,0
2.051519730520813,665,1331,23,0,0
1.6279689407405564,1351,1898,11,0,1
0.20649547635863907,893,1640,12,0,0
2.230813405235561,1726,1480,10,0,0
0.775099901966172,1001,1231,32,1,0
1.6473482913035662,1702,1905,16,1,0
2.2642426492862313,194,1106,8,1,1
0.38273071641831846,529,1619,38,0,1
0.11659216012385083,1449,324,12,1,1
0.25868674613938136,824,436,24,0,1
0.5570576927486144,1167,51,28,1,0
1.703829726638945,1992,1670,8,0,0
1.9713449718798333,1456,1365,28,0,1
0.006976409181650647,1874,1961,36,0,1
0.7148761593385558,285,1316,26,1,1
0.5402733209186713,1239,538,8,1,0
0.2511673382758245,1102,793,28,1,1
0.1276803915456468,1540,74,28,1,1
0.41190857986243246,1745,766,37,0,1
2.8631211226911497,798,888,41,1,0
0.3903838028814744,577,129,36,1,0
0.7314528057601519,1930,815,27,0,0
1.2140869768808549,1881,644,17,0,0
0.45197449896696235,960,1985,9,0,0
3.5677981382916997,447,1009,33,1,0
3.282009864541398,564,1665,20,0,0
0.2900612949922053,867,1061,13,0,0
0.6876592784638472,1569,457,28,0,1
0.3579304600790468,942,154,48,1,1
0.3352496763810817,1888,656,29,0,0
0.03758447776552253,75,1966,13,1,0
0.9404920709825931,724,1259,46,1,1
0.6985196328296385,59,865,35,0,0
0.05285108738039248,360,1564,6,0,0
0.32662592101036936,1839,1689,18,1,0
2.3888609510893404,551,1556,5,0,1
0.27386055214207705,439,1138,47,0,1
0.15653086098546976,693,452,25,1,1
0.6722721094736362,1011,1439,2,1,1
4.24403698261526,1946,1483,10,0,1
0.2771448135597262,510,768,30,1,0
1.1151550102972934,1206,1340,45,0,1
1.4338876262394629,1155,1060,5,0,0
0.2713331723358058,1417,800,33,0,0
1.3027489284923162,873,715,1,1,1
0.458522799264304,1863,1457,18,0,1
1.0005037477317713,766,1932,32,0,0
1.0038378271376383,893,496,47,0,0
0.7673852499523488,90,959,49,1,0
0.09462915881162096,1728,231,11,1,1
1.803644794246297,1761,778,21,1,1
0.3868102936673966,614,1752,26,1,1
0.20643210660755654,1253,1162,25,1,1
0.0416297597943452,1188,1611,22,0,1
0.8937784045945835,189,1017,27,1,0
1.1318517342673489,353,1048,49,1,1
0.01672694755847062,609,135,13,1,0
0.7176305845494884,1405,1727,33,0,0
0.25682414705495765,344,702,34,1,0
1.036124341547692,1755,1253,41,1,1
0.19160422253913376,721,1799,35,0,1
1.174212527567719,877,76,1,1,1
0.4889587009811018,1846,1843,21,0,0
2.760343817804307,1117,1432,48,0,0
0.14794441343927894,1042,1758,6,0,0
0.41713243399517175,483,1588,28,0,0
0.12044428503699642,652,318,17,0,0
2.5861903971507236,1032,256,5,1,0
2.098333707160994,303,906,31,0,1
0.2983273700614889,1116,912,5,0,1
1.0787627390439145,1635,1861,38,1,1
1.6994840726392213,1043,1336,3,0,1
0.8101323606865081,1683,1944,23,1,0
0.7542794101939461,44,101,37,1,0
0.27687704543790315,1166,635,37,1,1
0.09772614047494073,1259,1943,10,0,0
2.275123225194523,813,768,10,0,1
2.3067744276484268,916,1405,19,0,1
1.0026699194828848,1031,436,17,1,1
0.4140465098113239,923,738,21,0,0
0.42956761581164393,1413,1082,14,0,1
1.294465429727118,86,216,9,0,1
2.2740973491072523,906,1675,46,1,1
2.1811325693966133,862,435,1,1,0
1.5135621919309032,975,484,45,0,0
